Make,Model,Used/New,FuelType,ExteriorColor,DealType,InteriorColor,Mileage,MinMPG,MaxMPG,Price
Jeep,Grand Cherokee Limited,Used,Gasoline,Bright White Clearcoat,Great,Light Frost,17658,18,25,"$33,494"
Lexus,NX 300 Base,Used,Gasoline,Nebula Gray Pearl,Fair,–,33946,22,28,"$36,491"
Ford,Edge Titanium,Used,Gasoline,Ruby Red Metallic Tinted Clearcoat,Good,Ebony,30311,20,27,"$31,284"
BMW,X2 xDrive28i,Used,Gasoline,Mediterranean Blue Metallic,Fair,Magma Red,35590,21,31,"$32,990"
Ford,F-150 Lariat,Used,Gasoline,Maroon,Good,Black,41752,18,23,"$52,533"
Ford,Explorer XLT,Used,Gasoline,Rapid Red Metallic Tinted Clearcoat,Good,Ebony,15643,20,27,"$43,255"
Honda,Fit Sport,Used,Gasoline,Celestial Blue Metallic,Good,Black,49540,27,33,"$12,750"
Toyota,Highlander XLE,Used,Gasoline,Magnetic Gray Metallic,Good,Black,13324,20,27,"$46,790"
Volkswagen,Tiguan 2.0T SE,Volkswagen Certified,Gasoline,Stone Blue,Great,Black,17890,20,27,"$30,240"
Kia,Optima SX Turbo,Used,Gasoline,Sparkling Silver,Good,Black,64020,21,30,"$28,695"
GMC,Acadia SLT,Used,Gasoline,Ebony Twilight Metallic,Good,Jet Black,32174,21,27,"$39,400"
Honda,Pilot EX-L,Used,Gasoline,Deep Scarlet Pearl,Great,Beige,37911,18,26,"$36,500"
INFINITI,QX80 Luxe,Used,Gasoline,Graphite Shadow,Great,Saddle Brown,60338,14,20,"$45,750"
Jeep,Grand Cherokee Altitude,Used,Gasoline,Billet Silver Metallic Clearcoat,Great,–,41500,18,25,"$28,495"
RAM,1500 Big Horn,RAM Certified,Gasoline,Diamond Black,Good,Black,16281,19,24,"$40,844"
Jeep,Grand Cherokee Altitude,Used,Gasoline,Sting Gray Clearcoat,Good,Black,36842,18,25,"$35,960"
Lincoln,Nautilus Reserve,Used,Gasoline,Ceramic White,Good,Cappuccino,35569,20,25,"$40,750"
Mercedes-Benz,A-Class A 220,Mercedes-Benz Certified,Gasoline,Polar White,Good,Black,12287,24,35,"$37,519"
Nissan,Rogue SV,Used,Gasoline,Blue,Good,Black,49755,25,32,"$25,899"
Lexus,NX 200t Base,Used,Gasoline,Nebula Gray Pearl,Fair,Black,37600,22,28,"$36,500"
Hyundai,Sonata SE,Used,Gasoline,Phantom Black,Good,Gray,41235,25,36,"$19,882"
Ford,F-150 Lariat,Used,Gasoline,Shadow Black,Good,Black,81899,19,24,"$39,495"
RAM,1500 Laramie,Used,Gasoline,Billet Silver Metallic Clearcoat,Great,Black,17343,19,24,"$49,987"
Toyota,4Runner Trail Premium,Used,Gasoline,Barcelona Red Metallic,Great,Black / Graphite,89994,17,21,"$33,570"
Ford,Explorer XLT,Used,Gasoline,Blue,Great,Ebony Black,66273,17,24,"$29,000"
Ford,Expedition Max Limited,Used,Gasoline,Shadow Black,Great,–,109862,17,23,"$33,990"
Mercedes-Benz,GLC 300 Base 4MATIC,Used,Gasoline,Selenite Gray Metallic,Great,Black,18188,21,28,"$46,491"
Jeep,Cherokee Limited,Jeep Certified,Gasoline,Diamond Black,Great,Ski Gray,19816,19,27,"$30,950"
Toyota,Tacoma SR5,Toyota Certified,Gasoline,Silver Sky Metallic,Good,–,15865,19,24,"$35,995"
Mercedes-Benz,GLE 350 Base 4MATIC,Used,Gasoline,Black,Good,Black,33925,19,26,"$49,998"
Lexus,LC 500 Base,Used,Gasoline,Atomic Silver,Fair,Black,42601,16,26,"$74,995"
Toyota,4Runner Limited,Used,Gasoline,Midnight Black,Good,–,40504,16,19,"$45,991"
Toyota,Tundra Grade,Used,Gasoline,Magnetic Gray Metallic,Good,Graphite,83794,15,20,"$19,995"
Lexus,ES 350 Base,Used,Gasoline,Black,Good,Beige,25185,21,30,"$34,995"
Mercedes-Benz,SL-Class SL 550,Used,Gasoline,Black,Fair,Brown / Beige,15694,17,25,"$51,552"
Mercedes-Benz,C-Class C 300 4MATIC,Used,Gasoline,Brilliant Blue Metallic,Great,Black,10608,23,33,"$40,337"
BMW,330 i xDrive,Used,Gasoline,Gray,Good,Black,18200,25,34,"$40,998"
Porsche,Macan S,Used,Gasoline,Black,Great,Black,17891,17,23,"$44,900"
Lexus,GX 460 Base,Used,Gasoline,EMINENT,Good,–,34225,15,18,"$52,725"
Honda,Passport EX-L,Used,Gasoline,Maroon,Good,Gray,10604,20,25,"$38,574"
Lexus,ES 350 Base,Used,Gasoline,Atomic Silver,Good,–,11167,22,32,"$40,495"
Hyundai,Sonata SEL Plus,Used,Gasoline,Phantom Black,Good,Black,15043,27,37,"$31,691"
Toyota,Corolla LE,Used,Gasoline,Super White,Good,Black,30567,30,38,"$21,900"
Lexus,GX 460 Base,Used,Gasoline,Silver Lining Metallic,Good,Sepia,17731,15,18,"$48,998"
Tesla,Model 3 Long Range,Used,Electric,Black,Great,Black,32704,136,123,"$48,982"
Mazda,CX-5 Grand Touring,Used,Gasoline,Snowflake White Pearl Mica,Great,Parchment,34061,24,30,"$32,187"
BMW,440 Gran Coupe i xDrive,Used,Gasoline,Black Sapphire Metallic,Good,Cognac/Dark Brown,61160,21,31,"$32,995"
Mercedes-Benz,GLS 450 Base 4MATIC,Mercedes-Benz Certified,Gasoline,Polar White,Great,Espresso Brown,27328,16,22,"$60,989"
Honda,Civic LX,Used,Gasoline,Blue,Good,Black,15591,30,38,"$24,247"
Honda,Civic Sport,Used,Gasoline,Sonic Gray Pearl,Good,Black,23685,29,35,"$29,000"
Honda,Pilot EX-L,Honda Certified,Gasoline,Silver,Great,Gray,12027,18,26,"$37,800"
Lexus,IS 350 F Sport,Used,Gasoline,Caviar,Great,White,12636,19,26,"$46,750"
BMW,X7 xDrive40i,Used,Gasoline,Black Sapphire Metallic,Good,Black,40171,20,25,"$63,943"
Jeep,Grand Cherokee Limited,Used,Gasoline,Diamond Black,Good,Light Frost,23501,18,25,"$34,995"
Jeep,Grand Cherokee Limited,Used,Gasoline,Diamond Black,Good,Black,69017,18,25,"$35,212"
Mazda,CX-5 Touring,Used,Gasoline,Jet Black Mica,Good,Black,37902,24,30,"$27,495"
Porsche,Macan S,Used,Gasoline,Volcano Grey Metallic,Good,Black,24208,17,23,"$52,423"
Toyota,Highlander XLE,Used,Gasoline,Midnight Black,Great,Black,10744,20,26,"$38,603"
Audi,RS 5 2.9T,Used,Gasoline,Mythos Black Metallic,,Black / Gray,18459,17,26,"$69,995"
Mercedes-Benz,GLE 350 Base 4MATIC,Used,Gasoline,Obsidian Black Metallic,Good,Black,9801,19,26,"$57,892"
Toyota,RAV4 LE,Used,Gasoline,Ruby Flare Pearl,Good,Black,20986,25,33,"$29,900"
Lexus,GS 350 Base,Used,Gasoline,Starfire Pearl,Good,–,39361,19,29,"$30,974"
Toyota,Highlander SE,Used,Gasoline,Blizzard Pearl,Great,Black,154697,20,25,"$12,988"
Subaru,Outback 2.5i Limited,Subaru Certified,Gasoline,White,Good,Ivory,42205,25,32,"$29,998"
Toyota,RAV4 XLE,Toyota Certified,Gasoline,Magnetic Gray,Good,Black,63897,27,33,"$32,491"
Dodge,Durango GT,Used,Gasoline,Gray,Great,Black,47587,18,25,"$34,998"
Chevrolet,Tahoe LT,Used,Gasoline,Black,Good,Jet Black,45318,15,21,"$50,848"
GMC,Sierra 1500 Denali,Used,Diesel,Onyx Black,Good,Jet Black,16522,16,22,"$66,400"
Hyundai,Tucson Limited,Used,Gasoline,Mojave Sand,Good,Beige,22492,25,30,"$27,765"
Toyota,4Runner SR5,Used,Gasoline,Lunar Rock,Great,–,11248,16,19,"$39,819"
Hyundai,Elantra Limited,Used,Gasoline,Lakeside Blue,Good,Gray,15976,30,40,"$24,891"
Ford,F-150 XL,Ford Certified,Diesel,Iconic Silver Metallic,Great,Black,19339,19,22,"$46,287"
Honda,Accord EX-L,Used,Gasoline,Silver,Good,–,31932,27,36,"$21,991"
Chevrolet,Corvette Grand Sport,Used,Gasoline,Carlisle Blue Metallic,Good,Titanium Gray,42528,16,26,"$42,995"
Jeep,Compass Trailhawk,Used,Gasoline,Redline Pearlcoat,Great,Ruby Red,41209,22,30,"$27,698"
Cadillac,XT4 Premium Luxury,Used,Gasoline,Crystal White Tri-Coat,Fair,Light Platinum / Jet Black,36023,24,30,"$41,998"
Jeep,Grand Cherokee Limited,Used,Gasoline,Velvet Red Pearlcoat,Great,Black,19025,19,26,"$34,991"
Chevrolet,Tahoe Z71,Used,Gasoline,Summit White,Good,Jet Black,12089,15,20,"$77,500"
Cadillac,XT4 Sport,Used,Gasoline,Black,Fair,Black,30664,24,30,"$42,888"
Toyota,Camry SE,Used,Gasoline,Black,Good,Black,17656,28,39,"$32,462"
Mercedes-Benz,A-Class A 220,Used,Gasoline,Iridium Silver Metallic,Great,–,14827,24,35,"$35,986"
BMW,335 i,Used,Gasoline,Jet Black,Good,Black,87799,21,32,"$19,791"
Audi,Q5 2.0T Premium Plus,Used,Gasoline,Florett Silver Metallic,Good,Rock Gray / Granite Gray,11680,22,27,"$43,975"
Honda,CR-V EX,Honda Certified,Gasoline,Lunar Silver Metallic,Good,Gray,11167,27,33,"$30,195"
INFINITI,QX30 Premium,Used,Gasoline,Graphite Shadow,Good,Graphite,52856,21,30,"$24,990"
Volkswagen,Tiguan 2.0T SE,Used,Gasoline,Pyrite Silver Metallic,Good,Black,36287,20,27,"$30,800"
Dodge,Challenger SXT,Used,Gasoline,Indigo Blue,Good,Black,68833,19,30,"$28,491"
Ford,Explorer Platinum,Used,Gasoline,Rich Copper Metallic Tinted Clearcoat,Great,Sandstone,13619,18,24,"$49,962"
Kia,Sportage LX,Kia Certified,Gasoline,Steel Gray,Good,Black,19185,22,26,"$30,922"
Hyundai,Tucson Value,Used,Gasoline,Sage Brown,Great,Beige,12880,22,25,"$27,500"
Volkswagen,Atlas 3.6 V6 SE w/ Technology R-Line,Used,Gasoline,Pure White,Great,Beige,13668,16,22,"$45,488"
Acura,MDX 3.5L Technology Package,Used,Gasoline,Graphite Luster Metallic,Fair,Ebony,59213,18,27,"$26,990"
Subaru,Outback 2.5i Premium,Subaru Certified,Gasoline,Crimson Red Pearl,Good,Ivy,12846,25,32,"$31,972"
Volkswagen,Tiguan 2.0T SE,Used,Gasoline,Deep Black Pearl Effect,Good,Black,45382,22,29,"$28,977"
INFINITI,QX60 Base,Used,Gasoline,Black,Good,–,49019,19,26,"$31,998"
Mazda,CX-5 Grand Touring,Used,Gasoline,Soul Red Crystal Metallic,Good,Parchment,59055,24,30,"$27,000"
Tesla,Model 3 Performance,Used,Electric,Red Multi-Coat,Great,White/Black,3909,0,0,"$72,500"
Cadillac,XT5 Luxury,Used,Gasoline,Crystal White Tri-Coat,Good,Beige,51980,18,25,"$33,500"
Nissan,Sentra S,Nissan Certified,Gasoline,Black,Great,Charcoal,23389,29,37,"$19,201"
Toyota,Camry XSE,Used,Gasoline,Midnight Black Metallic,Good,Black,51133,27,38,"$34,298"
Ford,F-150 XLT,Used,Gasoline,Black,Good,Black,47321,18,23,"$42,452"
BMW,X5 xDrive40i,BMW Certified,Gasoline,Mineral White Metallic,Good,Brown,43956,20,26,"$54,997"
Toyota,RAV4 Limited,Used,Gasoline Fuel,Beige,Great,White,48593,22,29,"$22,000"
Chevrolet,Malibu LT,Used,Gasoline,Summit White,Great,Jet Black,46072,29,36,"$21,477"
RAM,1500 Laramie,RAM Certified,Gasoline,Granite Crystal Clearcoat Metallic,Good,Black,46365,19,24,"$44,807"
Porsche,Cayenne,Porsche Certified,Gasoline,Chalk,Good,Black,11263,19,23,"$86,977"
Chevrolet,Equinox 1LT,Chevrolet Certified,Gasoline,Nightfall Gray Metallic,Good,Jet Black,36273,25,30,"$22,995"
Lincoln,Continental Select,Used,Gasoline,Black,Good,Ebony,11968,16,24,"$45,995"
Chevrolet,Silverado 1500 LT,Used,Gasoline,Black,Good,Black,24300,18,21,"$37,495"
Buick,Envision Essence,Used,Gasoline,Black,Good,Ebony,48422,22,29,"$26,980"
RAM,1500 Laramie,Used,Gasoline,Diamond Black,Good,Black,27315,19,24,"$47,000"
Honda,CR-V EX,Honda Certified,Gasoline,Gray,Good,–,12187,27,33,"$34,990"
Lexus,GX 460 Luxury,Used,Gasoline,Starfire Pearl,Good,Ecru,69285,15,20,"$39,712"
BMW,X3 xDrive30i,BMW Certified,Gasoline,Jet Black,Good,Black,21158,22,29,"$42,877"
Honda,CR-V EX,Used,Gasoline,Modern Steel Metallic,Good,Black,13128,27,33,"$31,495"
Honda,Civic Sport,Used,Gasoline,Boost Blue Pearl,Fair,Black,10513,29,37,"$33,200"
Chevrolet,Spark 1LT,Used,Gasoline,Summit White,Good,Jet Black,41587,30,38,"$16,488"
Ford,F-150 Lariat,Used,Gasoline,Velocity Blue Metallic,Fair,Black,15898,18,23,"$71,993"
Volkswagen,Jetta GLI 2.0T Autobahn,Used,Gasoline,Deep Black Pearl Effect,Good,Titan Black,10136,24,33,"$36,000"
Chevrolet,Silverado 1500 LT Trail Boss,Used,Gasoline,Black,Good,Jet Black,46816,16,21,"$50,449"
Ford,Escape SEL,Used,Gasoline,Shadow Black,Great,Charcoal Black,46147,22,28,"$21,549"
Chevrolet,Traverse LS,Used,Gasoline,Summit White,Good,Jet Black,33417,17,25,"$31,933"
Ford,Explorer Limited,Used,Gasoline,Guard Metallic,Great,Medium Soft Ceramic,88390,17,24,"$21,485"
Lexus,RX 350 F Sport,Used,Gasoline,White,Good,–,21565,19,26,"$47,880"
Cadillac,Escalade Luxury,Used,Gasoline,Black Raven,Great,Jet Black,28413,14,21,"$62,000"
Land,Rover Range Rover Velar S,Used,Gasoline,Kaikoura Stone,Great,Ebony / Ebony,48755,21,27,"$47,990"
Ford,F-150 Lariat,Used,Gasoline,Agate Black Metallic,Good,Black,12780,19,24,"$68,970"
Toyota,Camry XSE,Used,Gasoline,White,Fair,Red,12129,27,38,"$42,998"
Jeep,Grand Cherokee Limited,Used,E85 Flex Fuel,White,Fair,Tan,85679,17,25,"$23,998"
Mercedes-Benz,C-Class C 300 4MATIC,Used,Gasoline,Polar White,Great,Silk Beige,11946,23,33,"$41,881"
Jeep,Grand Cherokee Limited,Used,Gasoline,Bright White Clearcoat,Good,Black,14491,18,25,"$43,779"
Acura,RDX Technology Package,Acura Certified,Gasoline,White,Good,Espresso,10360,21,27,"$43,990"
Volkswagen,Tiguan 2.0T SEL Premium R-Line,Used,Gasoline,Platinum Gray Metallic,Good,Black,34981,20,27,"$35,000"
GMC,Terrain SLT,GMC Certified,Gasoline,Ebony Twilight Metallic,Fair,Jet Black,10921,25,30,"$35,700"
Kia,Sportage LX,Used,Gasoline,Black Cherry Pearl,Great,Gray,39522,22,26,"$24,539"
Lamborghini,Huracan LP610-4,Used,Gasoline,Gray,Good,Nero Ade,37674,14,21,"$199,500"
Subaru,Crosstrek 2.0i Premium,Subaru Certified,Gasoline,Gray,Great,Black,49849,27,33,"$27,264"
Porsche,Macan S,Porsche Certified,Gasoline,Rhodium Silver,Good,Black,40319,17,23,"$52,750"
Dodge,Durango R/T,Used,Gasoline,DB Black Crystal Clearcoat,Good,Black,14949,14,22,"$49,890"
Jeep,Grand Cherokee Limited,Used,Gasoline,Diamond Black Crystal Pearlcoat,Good,Black,13228,18,25,"$44,475"
Jeep,Grand Cherokee Limited,Used,Gasoline,Diamond Black,Great,Black,51348,18,25,"$36,778"
BMW,330 i xDrive,Used,Gasoline,Blue Metallic,Good,Black / Dark Oyster,53126,23,33,"$24,991"
Toyota,Tundra W/ NAVIGATION&PLATINUM,Used,Gasoline,Midnight Black Metallic,Good,Black,33344,13,17,"$49,000"
Honda,CR-V EX-L,Honda Certified,Gasoline,Platinum White Pearl,Good,Black,12431,27,32,"$34,500"
Lexus,RX 350 Base,Used,Gasoline,White,Good,Black,35469,19,26,"$43,491"
BMW,X5 xDrive40i,BMW Certified,Gasoline,Black Sapphire Metallic,Good,Tartufo,35319,20,26,"$54,888"
Subaru,Ascent Limited 7-Passenger,Subaru Certified,Gasoline,Magnetite Gray Metallic,Good,Black,18236,20,26,"$40,965"
Toyota,Camry SE,Toyota Certified,Gasoline,Predawn Gray Mica,Good,Black,21285,28,39,"$27,891"
Toyota,RAV4 LE,Used,Gasoline,Magnetic Gray Metallic,Great,Black,86136,23,30,"$19,482"
Land,Rover Range Rover Sport HSE,Used,Gasoline,Aintree Green,Good,Almond / Nutmeg,56590,13,18,"$26,998"
INFINITI,QX50 Luxe,Used,Gasoline,Graphite Shadow,Good,Graphite,16210,22,28,"$40,990"
Lexus,RX 350 Base,Used,Gasoline,Tungsten Pearl,Good,–,135862,18,25,"$14,952"
Mazda,CX-9 Grand Touring,Used,Gasoline,Sonic Silver Metallic,Good,Black,48085,20,26,"$33,093"
Cadillac,CT6 3.6L Luxury,Used,Gasoline,Black Raven,Great,Light Platinum / Jet Black,67768,18,27,"$32,610"
RAM,1500 Laramie,RAM Certified,Gasoline,Silver,Good,–,20247,19,24,"$53,595"
GMC,Sierra 1500 SLT,Used,Gasoline,White Frost Tri-Coat,Good,Cocoa / Dune,76706,16,22,"$40,500"
Ford,Edge ST,Used,Gasoline,Magnetic,Good,Ebony,26625,19,26,"$39,862"
Dodge,Durango R/T,Used,Gasoline,Granite,Good,Black,28740,14,22,"$48,760"
Volkswagen,Jetta 2.0L S w/Technology,Used,Gasoline,Silver,Good,–,68218,23,34,"$14,587"
Mercedes-Benz,E-Class E 300 Sport,Used,Gasoline,Obsidian Black Metallic,Good,Black,64387,22,29,"$32,985"
Toyota,Highlander XLE,Used,Gasoline,Attitude Black Metallic,Fair,–,140725,19,25,"$20,911"
Nissan,Murano S,Used,Gasoline,Deep Blue Pearl,Good,Graphite,14242,20,28,"$32,967"
Ford,Edge SEL,Ford Certified,Gasoline,Magnetic Metallic,Great,Ebony,46398,22,29,"$27,000"
Audi,RS 5 2.9T,Used,Gasoline,Glacier White Metallic,Fair,Black / Crescendo Red,28500,17,26,"$75,000"
Nissan,Rogue Sport S,Used,Gasoline,Glacier White,Good,Charcoal,46339,25,32,"$22,563"
Jeep,Grand Cherokee High Altitude,Used,Gasoline,Slate Blue Pearlcoat,Good,Black,34804,18,25,"$43,484"
Toyota,4Runner TRD Off Road Premium,Used,Gasoline,Red,Good,Black / Graphite,47881,16,19,"$45,295"
GMC,Yukon Denali,Used,Gasoline,Crimson Red Tintcoat,Good,Cocoa,23947,14,22,"$62,500"
Toyota,Highlander XLE,Used,Gasoline,Blizzard Pearl,Good,Black,47425,21,27,"$36,831"
Toyota,RAV4 XLE Premium,Used,Gasoline,Silver Sky Metallic,Good,Black,15755,28,35,"$39,011"
Lexus,GX 460 Base,Used,Gasoline,Black Onyx,Great,–,43804,15,18,"$40,391"
Land,Rover Range Rover Velar S,Used,Gasoline,Eiger Grey,Great,Ebony / Ebony,30899,18,24,"$51,991"
Acura,MDX 3.5L w/Technology Package,Used,Gasoline,Silver Gray,Good,–,59270,19,27,"$29,983"
Ford,Explorer ST,Used,Gasoline,Agate Black Metallic,Good,Black,32648,18,24,"$54,949"
Toyota,Highlander Limited,Used,Gasoline,Toasted Walnut Pearl,Good,Saddle Tan,106708,21,27,"$29,995"
Kia,Telluride S,Used,Gasoline,Gravity Gray,Good,Black,23147,20,26,"$44,024"
Nissan,Rogue SL,Used,Gasoline,Pearl White Tricoat,Great,Almond,29347,25,32,"$30,199"
Subaru,Outback Limited,Used,Gasoline,Crystal Black Silica,Good,Ivory,32974,26,33,"$34,996"
BMW,X7 xDrive40i,Used,Gasoline,Mineral White Metallic,Good,Coffee,37550,20,25,"$71,753"
Honda,Odyssey EX-L,Used,Gasoline,White Diamond Pearl,Good,Beige,43985,19,28,"$38,500"
INFINITI,QX60 Luxe,Used,Gasoline,Graphite Shadow,Good,Graphite,43839,19,26,"$36,000"
Lexus,RX 350 F Sport,Used,Gasoline,Caviar,Good,Gray,40003,19,26,"$45,000"
Lexus,RX 350 F Sport Performance,Used,Gasoline,Obsidian Black,Good,Red,17315,19,26,"$56,000"
Ford,F-150 Lariat,Used,Gasoline,Agate Black Metallic,Good,Medium Light Camel,49246,18,23,"$45,607"
Jeep,Grand Cherokee Limited,Used,Gasoline,Diamond Black,Great,Light Frost,37951,18,25,"$30,995"
Audi,Q8 3.0T Prestige,Used,Gasoline,Daytona Gray Pearl Effect,Fair,Black,26189,17,22,"$68,165"
Ford,F-150 Lariat,Used,Gasoline,Silver Spruce Metallic,Great,Black,17939,18,23,"$51,490"
Chrysler,Pacifica Limited,Used,Gasoline,Black,Good,Black,23651,19,28,"$41,998"
Ford,Explorer XLT,Used,E85 Flex Fuel,Magnetic,Good,Ebony Black,82535,16,23,"$25,302"
Toyota,Camry SE,Used,Gasoline,Super White,Great,Black,47904,28,39,"$28,119"
Nissan,Pathfinder SL,Used,Gasoline,Gun Metallic,Good,Charcoal,53343,20,27,"$33,999"
RAM,1500 Big Horn,Used,Gasoline,Olive Green Pearl,Good,–,17996,19,24,"$45,988"
Honda,CR-V EX-L,Used,Gasoline,Platinum White Pearl,Good,Black,36807,27,33,"$32,345"
Toyota,Camry LE,Used,Gasoline,Galactic Aqua,Fair,–,15165,28,39,"$29,988"
Toyota,Highlander LE,Used,Gasoline,–,Great,–,41400,19,26,"$32,832"
Mazda,CX-5 Grand Touring,Used,Gasoline,Deep Crystal Blue Mica,Good,Black,23897,24,30,"$31,536"
Jeep,Wrangler Unlimited Sahara,Used,Gasoline,Rhino Clearcoat,Great,Black,66621,16,21,"$31,995"
Mercedes-Benz,GLE 350 Base 4MATIC,Used,Gasoline,Blue,Good,White,43860,19,26,"$53,992"
Buick,Regal Turbo Premium I,Used,Gasoline,Smoky Gray Metallic,Fair,Ebony,46317,21,30,"$18,500"
Ford,F-150 Lariat,Used,Gasoline,Agate Black Metallic,Great,Black,68253,20,26,"$39,128"
Hyundai,Santa Fe SE 2.4,Used,Gasoline,Stormy Sea,Good,Gray,46876,21,27,"$24,659"
Toyota,Tundra SR,Used,Gasoline,Silver Sky Metallic,Great,–,21893,13,17,"$38,792"
Dodge,Durango GT,Used,Gasoline,Billet Clearcoat Metallic,Good,Black,13365,18,25,"$44,500"
Chevrolet,Corvette Stingray w/2LT,Used,Gasoline,Black,Great,Adrenaline Red,2791,15,27,"$97,000"
Lexus,RX 350 Base,Used,Gasoline,Black,Good,Saddle Tan,65427,18,25,"$27,987"
Mercedes-Benz,GLE 350 Base,Used,Gasoline,Black,Fair,Black,17866,19,26,"$59,998"
RAM,1500 Limited,Used,Gasoline,Blue,Good,Indigo,41580,19,24,"$52,484"
Lincoln,Corsair Standard,Used,Gasoline,Pristine White,Good,Sandstone,15682,21,29,"$38,415"
Subaru,Forester 2.5i Premium,Used,Gasoline,Ice Silver Metallic,Good,Gray,77722,24,32,"$20,998"
Porsche,Macan S,Used,Gasoline,Night Blue Metallic,Good,Saddle Brown,86467,17,23,"$34,673"
Toyota,Tacoma SR5,Toyota Certified,Gasoline,Magnetic Gray Metallic,Good,–,20330,19,24,"$35,995"
Nissan,Rogue SL,Used,Gasoline,Gun Metallic,Good,Charcoal,16381,25,32,"$30,102"
Volvo,XC90 T6 Momentum,Volvo Certified,Gasoline,Gray,Good,Charcoal,15935,19,26,"$46,998"
Mazda,CX-9 Grand Touring,Used,Gasoline,Liquid Silver,Good,Black,87586,16,22,"$14,995"
BMW,X3 xDrive28i,Used,Gasoline,Silver,Fair,Black,85383,21,28,"$18,897"
GMC,Terrain SLE,GMC Certified,Gasoline,Summit White,Good,Jet Black,14345,25,28,"$33,999"
Lexus,ES 300h Base,Used,Hybrid,Starfire Pearl,Great,Light Gray,89959,40,39,"$19,999"
Subaru,Outback Touring XT,Used,Gasoline,Abyss Blue Pearl,Good,Java Brown,30025,23,30,"$39,998"
Nissan,Rogue SV,Nissan Certified,Gasoline,Gun Metallic,Good,Charcoal,19308,26,33,"$26,001"
Jeep,Grand Cherokee Limited,Used,Gasoline,Pacific Blue Clearcoat,Good,Black,35982,18,25,"$39,000"
Lexus,GX 460 Base,Used,Gasoline,Black Onyx,Good,–,15064,15,19,"$56,998"
BMW,328 i,Used,Gasoline,Red,Good,Black,82043,23,35,"$14,999"
Subaru,Crosstrek 2.0i Premium,Used,Gasoline,Dark Gray Metallic,Great,Black,37108,27,33,"$25,411"
GMC,Yukon XL SLT,GMC Certified,Gasoline,Dark Sapphire Blue Metallic,Good,Cocoa/Dune,34283,14,21,"$56,988"
Jeep,Wrangler Unlimited Rubicon,Used,Gasoline,Snazzberry Pearlcoat,Good,Dark Saddle/Black,27456,21,24,"$54,995"
Kia,Telluride EX,Used,Gasoline,Snow White Pearl,Good,Black,48862,19,24,"$40,200"
Toyota,Corolla LE,Toyota Certified,Gasoline,Super White,Good,Black,20197,30,38,"$25,922"
Jeep,Cherokee Latitude Plus,Used,Gasoline,Granite Crystal Clearcoat Metallic,Good,Black,45872,22,31,"$24,995"
Acura,TLX FWD,Used,Gasoline,Gray,Great,–,17977,23,33,"$28,999"
Toyota,RAV4 XLE,Used,Gasoline,Magnetic Gray Metallic,Great,Black,45037,25,33,"$29,000"
BMW,X7 xDrive50i,Used,Gasoline,Black Sapphire Metallic,Great,Cognac,22830,15,21,"$70,995"
Acura,RDX Base,Used,Gasoline,White Diamond Pearl,Good,Parchment,40819,21,27,"$33,299"
Ford,Edge Titanium,Ford Certified,Gasoline,Ruby Red,Fair,Ebony,36626,22,29,"$34,621"
Lexus,RX 350 350,Used,Gasoline,White Pearl,Great,Black,26128,19,26,"$40,500"
Nissan,Pathfinder SV,Used,Gasoline,Moonlight White,Great,Charcoal,83893,19,25,"$13,990"
BMW,X7 xDrive40i,BMW Certified,Gasoline,Arctic Gray Metallic,Good,Ivory White,19518,20,25,"$71,425"
BMW,X5 xDrive35i,Used,Gasoline,Ruby Black Metallic,Good,–,43661,18,24,"$38,990"
Audi,Q7 45 Premium Plus,Used,Gasoline,Orca Black Metallic,Good,Black,36526,19,25,"$43,495"
BMW,X5 xDrive40i,Used,Gasoline,Alpine White,Fair,Black,39719,20,26,"$50,394"
Dodge,Challenger R/T Scat Pack,Used,Gasoline,White Knuckle Clearcoat,Good,Black,10491,14,23,"$54,558"
GMC,Acadia SLT-1,Used,Gasoline,Ebony Twilight Metallic,Fair,Jet Black,36474,17,25,"$37,000"
Toyota,Highlander XLE,Used,Gasoline,Blizzard Pearl,Great,Ash,11879,20,26,"$39,900"
BMW,530 i,BMW Certified,Gasoline,White,Great,Black,45519,24,34,"$35,771"
Lexus,RX 350 F Sport,Used,Gasoline,White,Good,Black,31514,19,26,"$46,998"
Mercedes-Benz,CLA 250 Base,Mercedes-Benz Certified,Gasoline,Metallic,Great,–,22417,24,37,"$28,990"
Jeep,Compass Trailhawk,Used,Gasoline,Silver,Great,Ruby Red,44668,22,30,"$24,989"
Tesla,Model 3 Standard Range Plus,Used,–,Silver Gray,Good,–,30134,148,132,"$48,963"
BMW,X1 sDrive28i,Used,Gasoline,Mineral Gray Metallic,Good,–,31494,23,32,"$29,980"
Mercedes-Benz,C-Class C 300,Used,Gasoline,Silver Metallic,Great,Black,22910,23,34,"$33,599"
Hyundai,Genesis 3.8,Used,Gasoline,Caspian Black,Fair,Black,51090,18,29,"$22,983"
Chevrolet,Camaro 2SS,Used,Gasoline,Burgundy,Good,Black,49867,16,25,"$37,998"
Tesla,Model X 75D,Used,Electric,Silver Metallic,Good,Black,48307,91,95,"$76,498"
Toyota,Camry SE,Toyota Certified,Gasoline,Celestial Silver Metallic,Good,–,7488,28,39,"$31,955"
Hyundai,Kona EV Limited,Used,Electric,Galactic Gray,Good,Black,48116,132,108,"$31,975"
Toyota,4Runner SR5,Used,Gasoline,White,Good,–,98834,17,21,"$31,992"
